ID,SMILES,IC50_nM,pIC50,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,QED,Vina_Score,CNN_Score,CNN_Affinity
50044976,O=C(O)CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S,4400.0,5.356547323513812,311.34000000000003,1.3836,3,6,98.07,0.4405391146537634,-6.17870474,0.687190294,4.85506201
50528597,COc1cc(OC)cc(C(SCC(=O)N(C)O)P(=O)(O)O)c1,4400.0,5.356547323513812,351.31700000000006,1.4609,3,6,116.53,0.3840101094387677,-6.95005131,0.670150101,5.00162935
50528601,COc1cc(OC)cc(C(P(=O)(O)O)S(=O)(=O)CC(=O)NO)c1,4500.0,5.346787486224656,369.28800000000007,-0.1997000000000003,4,7,159.45999999999998,0.2898280609916243,-7.09704447,0.746122599,5.17784929
50441203,CN(O)C(=O)COC(c1ccc(F)c(F)c1)P(=O)(O)O,4600.0,5.337242168318426,311.177,1.0053,3,4,107.3,0.425373460924977,-7.48099613,0.756614983,5.34075975
50335492,O=P(O)(O)Cc1ccccn1,4600.0,5.337242168318426,173.10800000000003,0.7592999999999999,2,2,70.42,0.6474058382589236,-5.25637436,0.837288082,3.93140101
50422670,O=C(NCC(=O)N(O)CCCP(=O)(O)O)c1ccc(OC(F)(F)F)cc1,5129.0,5.289967300934246,400.24600000000015,1.1005999999999996,4,5,136.4,0.2914275849374017,-9.66008091,0.711132944,6.34986115
50044975,O=C(CN1C(=O)C(=Cc2ccc(O)c(O)c2)SC1=S)NO,6100.0,5.214670164989233,326.3550000000001,0.8043999999999993,4,7,110.1,0.2137798605807651,41.5796776,0.534440815,4.49072266
50422659,O=CN(O)CC(Cc1ccccc1)CP(=O)(O)O,6457.0,5.189969213594161,273.225,0.8706,3,3,98.07,0.2962132542880731,-5.09224319,0.596564591,5.15978861
50422643,CCCC(CCN(O)C(C)=O)P(=O)(O)O,6607.0,5.179995693191682,239.208,0.9606,3,3,98.07,0.3640787874314454,-6.25900602,0.825121999,5.37196732
50422654,CC(C)C(CCN(O)C=O)P(=O)(O)O,6607.0,5.179995693191682,225.181,0.4263999999999997,3,3,98.07,0.2632913839758399,-5.27656269,0.628572047,4.79409838
50081650,CN(O)C(=O)CC(CCCCc1ccccc1)CP(=O)([O-])O,6670.0,5.175874166083451,328.3250000000001,1.799,2,4,100.9,0.311456718783737,-7.54350138,0.679763734,5.70278978
50437801,O=C(c1ccccc1Cc1cccs1)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,7000.0,5.154901959985743,500.3400000000002,5.7862000000000045,3,4,98.07,0.2068358800158247,-7.38120794,0.335371852,5.86358118
50115109,O=P(O)(O)C(Nc1ccc(Cl)cn1)P(=O)(O)O,7000.0,5.154901959985743,302.547,0.7858999999999998,5,4,139.98000000000002,0.5140544022587138,-8.4251833,0.834436119,5.87097597
50422642,O=C(NCC(=O)N(O)CCCP(=O)(O)O)C1CC1,7079.0,5.15002808767115,280.2169999999999,-0.7018000000000001,4,4,127.17000000000002,0.2772296523913567,-7.78965139,0.915423453,6.46511126
50335490,O=P(O)(O)Cc1ccncc1,7100.0,5.1487416512809245,173.108,0.7592999999999999,2,2,70.42,0.6474058382589235,-5.30076456,0.860735655,3.89914012
50081647,CC(CC(=O)N(C)O)CP(=O)(O)O,7130.0,5.146910470148135,211.154,0.0378999999999999,3,3,98.07,0.3461435855162525,-6.45819998,0.898147583,5.86016083
50437796,O=C(c1ccccc1OC(F)(F)F)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,8000.0,5.096910013008056,488.1820000000001,5.032500000000003,3,4,107.3,0.2868343746306548,-6.08654404,0.177342728,4.91264343
50422671,CCCC(CCN(O)C=O)P(=O)(O)O,8128.0,5.090016305060156,225.181,0.5704999999999998,3,3,98.07,0.2544780057113888,-6.35850477,0.851078868,5.66426277
50528590,Cc1ccc(C(SCC(=O)NO)P(=O)(O)O)cc1,8200.0,5.086186147616283,291.26500000000004,1.4099199999999996,4,4,106.86,0.37107725269409,4.16675329,0.692577124,4.45576239
50437802,O=C(c1ccccc1C(F)(F)F)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,9000.0,5.045757490560675,472.1830000000001,5.152700000000004,3,3,98.07,0.3069989056369606,-6.13289499,0.404776633,5.91665983
50422664,NC(CCP(=O)(O)O)C(=O)NO,9772.0,5.010016541698601,198.115,-1.6131000000000004,5,4,132.88,0.2094202818788494,-6.83341932,0.863599539,6.23078203
50335491,O=P(O)(O)Cc1cccnc1,10000.0,5.0,173.108,0.7592999999999999,2,2,70.42,0.6474058382589235,-5.29532719,0.864992082,3.91062355
50081649,CN(O)C(=O)CC(CCCc1ccccc1)CP(=O)([O-])O,10350.0,4.985059650207063,314.29800000000006,1.4088999999999998,2,4,100.9,0.429054101046435,-7.39347696,0.873302519,5.72447252
50422676,CC(C)(C)C(=O)N(O)CCCP(=O)(O)O,10965.0,4.959991363986458,239.208,0.8180999999999998,3,3,98.07,0.3829947863954373,-6.87064266,0.965613961,6.48370934
50028381,CN(O)C(=O)CCC(NC(=O)c1ccccc1)P(=O)(O)O,11000.0,4.958607314841775,316.25000000000006,0.5479999999999997,4,4,127.17000000000002,0.3446496736365527,-7.12299824,0.462644935,5.42170286
50028310,Cc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,11000.0,4.958607314841775,273.225,1.4994199999999993,4,3,106.86,0.3692732605760256,-7.62184238,0.418905139,5.11546183
50528600,CN(O)C(=O)CS(=O)(=O)C(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,11000.0,4.958607314841775,392.1530000000001,1.4321,3,5,132.21,0.3923767951833191,-7.19797421,0.904524863,5.88644171
701278,COCOCOCOP(=O)(C=CCN(O)C=O)OCOCOCOC,12560.0,4.901010360598823,389.29400000000027,0.6782000000000001,1,11,131.45000000000002,0.0886029174188096,-6.60994291,0.76340121,5.28530264
50437794,O=C(c1ccccc1Cn1cncn1)N(O)CCC(c1ccc(Cl)c(Cl)c1)P(=O)(O)O,13000.0,4.886056647693163,485.26400000000007,3.773700000000004,3,6,128.78,0.2517407386239746,-1.6619122,0.244914204,5.2738862
50441194,CN(O)C(=O)CCC(c1cccc2ccccc12)P(=O)(O)O,13000.0,4.886056647693163,323.2850000000001,2.6864000000000017,3,3,98.07,0.4463180668511506,-6.68662405,0.632605672,5.22115755
50441192,O=C(CCC(c1ccccc1)P(=O)(O)O)NO,14000.0,4.853871964321762,259.198,1.1909999999999996,4,3,106.86,0.3607659575424545,-7.70213652,0.609471977,4.9244113
50422647,O=C(N(O)CCCP(=O)(O)O)C(F)(F)F,14125.0,4.850011543508524,251.097,0.3342999999999999,3,3,98.07,0.3797927211372013,-7.47696257,0.974471211,6.18272257
50422672,COc1ccc(CC(=O)NCC(=O)N(O)CCCP(=O)(O)O)cc1OC,14125.0,4.850011543508524,390.3290000000001,0.1481000000000006,4,6,145.63000000000002,0.2508686528630861,-2.57230783,0.856036067,6.05903244
50028363,COc1ccc(C(CCC(=O)NO)P(=O)(O)O)cc1,15000.0,4.823908740944319,289.224,1.1995999999999996,4,4,116.09,0.3550644034384876,-4.05196762,0.597552538,4.9903388
50441201,CN(O)C(=O)COC(c1cccc2ccccc12)P(=O)(O)O,15000.0,4.823908740944319,325.25700000000006,1.8803,3,4,107.3,0.4400497388823298,-7.49980831,0.620289862,5.09708261
50441207,O=C(CSC(c1ccccc1)P(=O)(O)O)NO,15000.0,4.823908740944319,277.238,1.1014999999999997,4,4,106.86,0.3646015198443625,-6.28518009,0.640295088,5.25342321
50528591,CN(O)C(=O)CS(=O)(=O)C(c1cccc2ccccc12)P(=O)(O)O,15000.0,4.823908740944319,373.3230000000001,1.2784999999999995,3,5,132.21,0.4084534774503781,-7.67719078,0.696852684,5.19876719
701278,COCOCOCOP(=O)(C=CCN(O)C=O)OCOCOCOC,15240.0,4.8170150329964185,389.29400000000027,0.6782000000000001,1,11,131.45000000000002,0.0886029174188096,-6.60994291,0.76340121,5.28530264
50422665,NCCC(=O)N(O)CCCP(=O)(O)O,15849.0,4.799998134593398,226.169,-0.8792,4,4,124.09,0.2646744491966279,-6.76714373,0.911132872,5.99961424
50422673,CCOC(=O)C(=O)N(O)C1CCC(P(=O)(O)O)C1,15849.0,4.799998134593398,281.201,-0.1339000000000002,3,5,124.37,0.216145603383328,-7.00005245,0.629180789,5.3034997
50335494,O=P(O)(O)Cc1ccc2ccccc2n1,15900.0,4.798602875679548,223.16800000000003,1.9125,2,2,70.42,0.7627088295239549,-6.77767372,0.818106115,4.42214632
50441204,CN(O)C(=O)COC(c1ccccc1)P(=O)(O)O,16000.0,4.795880017344075,275.197,0.7271000000000001,3,4,107.3,0.4151271836879624,-6.27656364,0.658652961,5.17348719
50422661,O=C(CNCP(=O)(O)O)NO,16218.0,4.790002703917631,184.088,-1.7834000000000003,5,4,118.89,0.1999666635150766,-6.96640682,0.924329817,5.80138206
50422652,O=C(CCCc1c[nH]c2ccccc12)NCC(=O)N(O)CCCP(=O)(O)O,16982.0,4.770011163455189,397.36800000000017,1.3923999999999996,5,4,142.96,0.2329073033924346,-9.56437778,0.650469244,6.6184659
